Credit_Score,Income,Loan_Amount,Term,Age,Employment_Length,Num_of_Late_Payments,Num_Loans,Debt_to_Income,Home_Ownership,Marital_Status,Education_Level,Sex,Defaulted
706.0784526368234,38529.722943737346,20209.539764347937,30,25,16,5,4,0.393239784217615,MORTGAGE,DIVORCED,BACHELOR,FEMALE,0
758.3051243175277,66114.8751516142,9825.875895555617,15,18,36,3,3,0.2601014419905871,OWN,MARRIED,DOCTORATE,MALE,0
755.3802052034903,87164.9014518194,22425.15314134136,15,37,11,4,1,0.449376511086293,OWN,MARRIED,HIGH_SCHOOL,FEMALE,0
512.2330632042908,62443.003516285215,6019.533891974343,30,61,5,2,3,0.07481741644834426,RENT,MARRIED,MASTER,MALE,0
556.2174960084877,62029.58456019412,8468.270689879257,30,40,21,2,0,0.4079151952527249,OWN,DIVORCED,MASTER,FEMALE,0
701.5035267208659,24900.415609662232,49895.708039254096,15,49,31,0,3,0.30733510152467397,RENT,MARRIED,DOCTORATE,MALE,1
701.3785950912209,26854.95412245259,6864.02265780928,30,28,19,2,4,0.3947673712026059,RENT,DIVORCED,DOCTORATE,MALE,0
701.5047686306048,10130.26358998468,12697.122742597883,30,56,0,1,2,0.1512084421902838,OWN,DIVORCED,MASTER,FEMALE,0
850.0,147478.83715934696,44171.17608523501,30,64,5,1,3,0.2510662961669584,MORTGAGE,DIVORCED,BACHELOR,FEMALE,1
707.0890510693167,2193.1617695642562,24600.953036874645,15,41,18,2,3,0.21498906239845655,RENT,SINGLE,HIGH_SCHOOL,MALE,0
763.5565640180599,25354.740110204635,5000.0,15,28,17,3,3,0.4648024619149102,MORTGAGE,SINGLE,MASTER,MALE,0
745.4001763493202,24079.636721540126,5000.0,15,46,5,1,4,0.07971572994900748,OWN,DIVORCED,HIGH_SCHOOL,FEMALE,0
715.1391251305798,104746.21884722207,5000.0,30,43,32,2,3,0.1085876979811247,MORTGAGE,DIVORCED,HIGH_SCHOOL,MALE,0
618.4730755359654,45252.51608539861,19934.934136029828,15,33,22,1,4,0.11974062491566158,MORTGAGE,SINGLE,HIGH_SCHOOL,MALE,1
725.8969220493268,122387.1036336867,11872.315740204675,30,52,22,2,4,0.10952186295257084,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
572.7174785462428,26325.468787806574,5000.0,15,37,25,1,2,0.1201867153746156,MORTGAGE,DIVORCED,BACHELOR,MALE,0
626.3181393259991,73949.70811119009,50000.0,15,63,12,1,0,0.24888934497421297,OWN,SINGLE,BACHELOR,MALE,0
601.4636452170896,18232.64733701213,15085.977092569254,30,20,6,3,4,0.32866482126390084,OWN,MARRIED,BACHELOR,FEMALE,1
658.1874139386323,167257.4563886694,5538.622606184095,15,18,14,3,1,0.09219996496200467,MORTGAGE,DIVORCED,MASTER,MALE,0
850.0,620.0790485243633,13887.101041050311,30,64,26,1,3,0.24199911537895674,OWN,DIVORCED,MASTER,FEMALE,1
463.2734807408252,75491.03551135138,22764.970525465124,15,18,25,0,1,0.30310426110928274,OWN,SINGLE,MASTER,FEMALE,0
718.6260190374513,91688.84404660492,5000.0,15,34,32,3,3,0.4030058374834903,RENT,MARRIED,BACHELOR,MALE,0
488.72841288103484,80689.95487257492,6423.503531701857,30,19,14,3,2,0.05060047096710167,OWN,SINGLE,HIGH_SCHOOL,MALE,0
602.8068134210566,50735.617056114585,32897.72604701704,30,46,35,3,4,0.3448931859287495,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
758.8950596967366,53508.96501332869,12311.314431146944,30,37,26,0,0,0.3035474128758345,OWN,MARRIED,MASTER,FEMALE,0
656.4280019095463,62190.57359895548,15818.60255211607,15,23,4,0,4,0.23886620033675662,OWN,DIVORCED,DOCTORATE,MALE,1
542.2255222070694,52649.89991857557,11341.430336046225,15,25,1,0,3,0.17093896791706076,OWN,MARRIED,MASTER,FEMALE,0
578.4696290740031,108193.95583974548,5000.0,15,46,32,4,0,0.1080732345725088,OWN,DIVORCED,HIGH_SCHOOL,MALE,0
717.9597748934676,170526.15007956757,5000.0,30,65,15,1,4,0.07212621128164151,RENT,MARRIED,BACHELOR,FEMALE,0
576.9633368282863,32125.41074960832,11795.271348445522,30,68,22,3,0,0.38813670972220216,MORTGAGE,DIVORCED,DOCTORATE,FEMALE,0
671.6458589581974,8490.14897895389,5000.0,30,50,37,0,3,0.08731142074935945,MORTGAGE,MARRIED,DOCTORATE,FEMALE,1
654.5571839903814,55585.89758243726,5000.0,15,20,15,0,2,0.11697491644079362,OWN,SINGLE,HIGH_SCHOOL,MALE,0
584.8399652394182,188985.46688271593,37113.12092774861,15,52,13,4,2,0.3224531691266633,OWN,MARRIED,BACHELOR,FEMALE,0
850.0,19816.271601513457,50000.0,30,22,28,1,4,0.026861395076378185,RENT,SINGLE,DOCTORATE,FEMALE,0
713.3919022318012,141955.84027220338,31514.53873135485,15,44,25,2,1,0.26887149138736227,OWN,MARRIED,MASTER,FEMALE,0
447.48574133423926,143885.04070382204,38453.53204538956,30,61,34,4,3,0.19523149568767242,RENT,MARRIED,HIGH_SCHOOL,FEMALE,0
668.6454314769428,32320.58791460027,5540.834454184227,15,29,14,1,4,0.30456243134300215,MORTGAGE,DIVORCED,DOCTORATE,MALE,0
583.8213535231612,88449.15395926377,50000.0,15,37,2,0,4,0.14970705612865684,MORTGAGE,MARRIED,HIGH_SCHOOL,FEMALE,0
735.2433334796224,141419.83115642692,5000.0,30,62,22,1,2,0.22793003725016892,RENT,MARRIED,BACHELOR,MALE,0
570.7479261567299,41043.61295062565,50000.0,15,37,28,2,0,0.3284554701342941,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
638.5263558533101,49820.98199488191,50000.0,15,26,33,1,3,0.5144052031331324,OWN,SINGLE,BACHELOR,FEMALE,0
700.4987278980457,30915.954302567814,24876.655633693637,30,56,32,1,0,0.18120706127316275,OWN,DIVORCED,MASTER,MALE,0
736.5755194170122,9262.163465356658,50000.0,30,21,22,1,3,0.17272747725048362,RENT,DIVORCED,DOCTORATE,MALE,0
529.9703592944223,27536.122746699646,16858.007251188126,15,68,6,3,1,0.10919795876437816,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
616.5498764159051,1197.0133381128253,6009.72144984639,30,36,2,1,2,0.2311963786845543,MORTGAGE,MARRIED,MASTER,FEMALE,1
602.5054688839044,61704.1734129613,11489.36685985619,15,55,31,1,1,0.4311116916368805,RENT,SINGLE,BACHELOR,FEMALE,0
584.6670767426288,21501.33844706791,18006.425275232355,30,44,30,3,4,0.36320975358824,RENT,MARRIED,BACHELOR,MALE,0
826.5454240281097,71689.29558953739,5000.0,15,62,17,1,2,0.3437868850399363,MORTGAGE,DIVORCED,DOCTORATE,FEMALE,0
690.4981710960956,17794.78231018137,19475.39206789902,15,60,6,2,4,0.4087224436012568,RENT,DIVORCED,MASTER,MALE,1
523.9116045664955,76544.01161072285,50000.0,30,30,0,0,1,0.17908836547049728,OWN,SINGLE,BACHELOR,FEMALE,0
741.7861947054776,101676.44808044622,5000.0,15,30,13,1,3,0.01802217303548483,MORTGAGE,SINGLE,MASTER,MALE,1
850.0,39686.78212857277,31461.6487231249,15,39,31,3,4,0.16446720091967335,RENT,DIVORCED,MASTER,MALE,0
753.2465260551147,78702.82849237861,47697.344779025145,30,45,5,1,0,0.3903189145471523,RENT,SINGLE,BACHELOR,MALE,0
498.06300340459865,121383.44962366461,50000.0,30,69,38,4,3,0.13043653099606284,RENT,MARRIED,BACHELOR,FEMALE,0
601.5765927133749,482.0509345602695,50000.0,15,64,9,2,3,0.4073982795830809,MORTGAGE,MARRIED,HIGH_SCHOOL,FEMALE,0
776.6911149186623,143628.61934188515,14740.294441139087,30,62,6,0,1,0.25065058284390856,OWN,SINGLE,DOCTORATE,MALE,0
579.2330534381219,80950.95046830227,50000.0,30,39,25,4,1,0.2879255951606096,OWN,DIVORCED,BACHELOR,MALE,0
694.3819428146228,24749.407212079554,28319.42447448347,15,60,33,2,2,0.40161639338592314,MORTGAGE,SINGLE,HIGH_SCHOOL,MALE,1
727.4634053429337,57211.546117114696,5000.0,15,36,29,1,2,0.20147342162670484,RENT,DIVORCED,DOCTORATE,FEMALE,0
557.3069528421917,87916.34562608611,12959.656642766406,30,25,35,1,0,0.5711153654737801,MORTGAGE,SINGLE,BACHELOR,FEMALE,0
644.04746439382,63800.26957062058,25340.46557842504,30,69,20,2,3,0.2526767595418192,MORTGAGE,SINGLE,MASTER,FEMALE,0
325.87326599309273,86937.79962231846,5682.8419995959175,30,25,16,1,0,0.558844381422837,RENT,SINGLE,DOCTORATE,MALE,0
547.561235866571,13966.320346031687,20467.231049227055,15,59,32,2,0,0.29622089423626075,MORTGAGE,MARRIED,MASTER,FEMALE,0
624.743184860684,68468.0412018039,21968.274910379256,15,43,9,2,1,0.17375533918871547,OWN,MARRIED,HIGH_SCHOOL,FEMALE,0
525.221681803515,10685.724845249017,5000.0,15,65,11,1,0,0.37401806296362206,MORTGAGE,DIVORCED,BACHELOR,FEMALE,0
813.2411303931635,54438.696932564984,16652.107754173157,15,68,15,1,0,0.30236733395400656,RENT,SINGLE,HIGH_SCHOOL,MALE,0
506.98586220393673,14804.617926760511,29535.492640827917,15,43,31,5,4,0.09475942530772673,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
605.9955513303016,23223.50287051167,13818.81890319872,15,40,14,1,2,0.4956365040135205,OWN,SINGLE,BACHELOR,FEMALE,0
663.0740577286091,121804.65876052187,5000.0,15,60,26,6,2,0.34285434964467326,MORTGAGE,DIVORCED,MASTER,FEMALE,0
794.1273289066115,114565.50602971345,5000.0,30,30,27,4,3,0.5254171748804622,MORTGAGE,MARRIED,HIGH_SCHOOL,FEMALE,1
506.41378488205606,90456.90604535885,8833.123836402136,30,45,16,2,2,0.29643331451476884,MORTGAGE,DIVORCED,MASTER,FEMALE,0
766.316375215496,5384.361766371054,50000.0,15,26,1,1,3,0.15049657669911554,MORTGAGE,MARRIED,MASTER,MALE,0
651.0233061019587,44179.5775152599,5192.955419278339,15,37,35,1,4,0.3050993507735498,RENT,SINGLE,MASTER,MALE,0
551.8491348952049,120654.88499895917,20122.322501104398,15,36,6,3,2,0.3034175371012581,OWN,DIVORCED,HIGH_SCHOOL,MALE,1
696.2103474263271,67085.84568199524,5022.525594610194,30,65,12,2,4,0.17667660620005357,OWN,MARRIED,BACHELOR,MALE,0
669.905969557347,175966.4769990847,7762.427370931115,15,56,14,1,2,0.1957719969363305,OWN,MARRIED,BACHELOR,FEMALE,0
589.9783122841205,79665.89196971859,37683.034035082506,30,68,24,4,2,0.24238820297591845,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
656.980208499002,69602.45582450158,26102.506112527943,30,29,22,2,4,0.5242593831582256,OWN,DIVORCED,BACHELOR,MALE,1
611.4686403138239,44544.17678987493,5000.0,30,32,21,1,0,0.05100566077914025,RENT,DIVORCED,HIGH_SCHOOL,MALE,0
661.3517345251248,66677.04523911412,11196.887015603572,30,48,25,3,0,0.21626978693301843,MORTGAGE,DIVORCED,HIGH_SCHOOL,MALE,0
716.2130674521047,52376.50818097281,5000.0,30,31,32,2,0,0.5259764006103478,MORTGAGE,SINGLE,BACHELOR,FEMALE,0
808.6016816145352,95405.43383442952,13112.795092716115,15,28,10,4,0,0.0935055489057235,OWN,MARRIED,DOCTORATE,FEMALE,1
526.2184501173151,107835.1158397292,21719.88533791091,15,43,9,4,2,0.7948058166470459,MORTGAGE,MARRIED,MASTER,FEMALE,0
850.0,20700.526974602522,5000.0,30,59,24,1,1,0.40165533294293754,MORTGAGE,DIVORCED,HIGH_SCHOOL,MALE,0
454.7912200477498,6561.647677888905,6818.42064654069,15,44,36,4,4,0.12138555264611711,OWN,MARRIED,HIGH_SCHOOL,MALE,1
634.8214904964417,31810.268655164822,10144.529685657006,30,28,37,0,1,0.298310633967815,RENT,DIVORCED,DOCTORATE,MALE,0
708.8317206484577,85399.56634562719,50000.0,30,55,23,3,1,0.16495307853042324,RENT,SINGLE,HIGH_SCHOOL,FEMALE,0
678.0991867735032,4831.669691306321,50000.0,15,51,39,3,3,0.1529382085576855,OWN,SINGLE,HIGH_SCHOOL,FEMALE,0
587.7300480179406,47644.52964762415,5000.0,15,60,32,2,0,0.3111916175626455,RENT,SINGLE,BACHELOR,MALE,1
629.1877749642724,79428.9302265482,28626.49760601149,15,36,16,3,2,0.03991240877186907,RENT,DIVORCED,BACHELOR,MALE,0
600.6999065341167,184649.97587163953,9295.51648610978,15,23,23,1,0,0.053659207864530406,RENT,MARRIED,DOCTORATE,FEMALE,1
591.0635243055789,59696.454423005336,9966.685537683461,15,63,36,4,0,0.3182142680979291,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
734.9602097021025,101924.5387225821,28070.029019906837,30,69,1,3,1,0.18075797370012864,MORTGAGE,DIVORCED,MASTER,MALE,0
685.7015485965047,64091.46792737825,50000.0,15,55,31,0,3,0.3640557086995937,MORTGAGE,DIVORCED,BACHELOR,MALE,0
580.7090404739346,55055.517340442864,50000.0,15,66,23,2,0,0.2608799119347449,RENT,SINGLE,MASTER,FEMALE,0
739.959987543325,105953.82414938843,17213.458868909274,15,59,8,1,4,0.15596353991453946,MORTGAGE,SINGLE,MASTER,MALE,1
680.7299520876609,45486.27279056743,8835.98001298828,30,45,3,0,4,0.3785193435272143,RENT,SINGLE,DOCTORATE,MALE,0
731.286211883896,73369.61570359515,30980.886191541973,15,18,16,3,0,0.302337746371279,OWN,MARRIED,DOCTORATE,FEMALE,0
712.9628841923612,76084.89030980068,5780.362845575456,30,52,16,1,1,0.7672429890629722,RENT,MARRIED,HIGH_SCHOOL,MALE,0
567.1004989077928,26595.47731784756,16605.65681903547,15,57,29,1,1,0.1855467360743156,MORTGAGE,DIVORCED,DOCTORATE,FEMALE,0
593.9818959803031,109602.11747682614,8881.368237533072,15,25,39,1,2,0.09630752226362548,RENT,SINGLE,BACHELOR,MALE,0
724.7293605123261,51252.012165229564,21378.996459755876,30,69,10,4,3,0.47600430235916774,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
711.0370265433464,22212.742025357766,5499.237377770193,15,64,20,3,1,0.22894135696305834,MORTGAGE,MARRIED,HIGH_SCHOOL,MALE,1
647.9098406035852,86825.49217852017,5000.0,15,24,20,0,2,0.11151994216391814,OWN,SINGLE,MASTER,MALE,0
661.7327383308782,15076.600910448135,50000.0,30,28,17,1,4,0.3119859888731634,OWN,DIVORCED,MASTER,MALE,0
777.7664895788425,61409.05786845641,5000.0,15,56,28,4,4,0.2916090381621074,MORTGAGE,SINGLE,MASTER,FEMALE,0
590.842861116417,59544.05016778982,14102.691168196354,30,21,23,2,4,0.2536866590296014,RENT,MARRIED,HIGH_SCHOOL,MALE,0
704.7097381170038,114294.7782915789,5000.0,30,42,9,1,0,0.3623798560294576,OWN,DIVORCED,DOCTORATE,MALE,0
629.7807347566106,83734.91164399764,5000.0,30,29,16,2,3,0.18466532912825498,OWN,DIVORCED,DOCTORATE,FEMALE,1
628.231879677278,58748.6520627428,5000.0,30,43,17,1,2,0.46444320597423794,MORTGAGE,SINGLE,DOCTORATE,MALE,0
759.8776851987191,100888.31496001435,5000.0,30,55,19,3,3,0.3356162648369526,RENT,DIVORCED,HIGH_SCHOOL,FEMALE,0
732.541634898803,129510.37745086566,40313.61963741445,15,63,36,3,0,0.10443655618211217,OWN,SINGLE,HIGH_SCHOOL,FEMALE,0
731.3509636000639,87890.51531759312,6639.054133360989,15,29,17,6,2,0.37069153050063336,OWN,SINGLE,HIGH_SCHOOL,FEMALE,0
780.5478807154329,60517.63099216903,50000.0,15,60,16,1,2,0.20592513278660787,RENT,MARRIED,HIGH_SCHOOL,MALE,0
652.1003841632759,5591.811617507978,17427.412983477276,30,68,8,3,1,0.7739604557651556,OWN,DIVORCED,HIGH_SCHOOL,FEMALE,0
718.1952971294963,6744.31684623137,11475.812196301753,30,54,13,1,3,0.176459068556819,RENT,SINGLE,DOCTORATE,MALE,0
618.9733243406544,44738.76478226662,17354.242023882063,30,63,28,4,3,0.1086120056800174,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
682.4166352488442,29524.389892035844,14542.287179901732,30,41,30,2,1,0.16134039078289278,OWN,SINGLE,DOCTORATE,MALE,1
636.9856945632315,50651.4348507277,28440.607370986967,15,33,3,3,4,0.22389435589428225,MORTGAGE,DIVORCED,HIGH_SCHOOL,FEMALE,1
659.6995964992718,62832.496244855356,6639.536967974529,15,30,17,1,0,0.2274442729895193,RENT,DIVORCED,DOCTORATE,FEMALE,0
709.5157025436913,86484.63771783654,8709.737450452532,30,42,19,2,3,0.3604458420110737,MORTGAGE,DIVORCED,BACHELOR,MALE,0
568.1779316766527,56475.061097045436,44904.124547610416,30,69,8,2,1,0.06801129144977802,MORTGAGE,SINGLE,BACHELOR,FEMALE,1
850.0,84325.0821913101,50000.0,15,21,12,2,2,0.1308637344236113,MORTGAGE,DIVORCED,DOCTORATE,MALE,0
549.3982618500298,63223.72074050601,44616.12458394614,30,28,14,1,1,0.26916728385670613,RENT,SINGLE,BACHELOR,FEMALE,0
528.5811387212268,38773.328317693566,10875.51786994988,30,49,26,4,4,0.09062321295448135,RENT,DIVORCED,BACHELOR,MALE,0
765.8110873500068,13033.230309062288,30315.809831030543,30,66,14,1,0,0.38581110782029926,RENT,DIVORCED,DOCTORATE,FEMALE,0
729.1662693962936,52795.622213919225,12938.090248233633,15,24,27,1,4,0.13462023686311153,RENT,SINGLE,HIGH_SCHOOL,FEMALE,0
712.4119817052156,484.73714205537544,13764.778998947391,15,63,36,2,2,0.18176079944126686,RENT,DIVORCED,HIGH_SCHOOL,MALE,0
712.8345509264279,89996.43649981022,5000.0,30,28,18,2,2,0.08671500456148368,OWN,SINGLE,DOCTORATE,FEMALE,1
648.7753227153086,136537.54161718488,17887.175271479882,15,45,25,5,2,0.0797779791639122,OWN,DIVORCED,MASTER,MALE,0
560.2745628514168,120938.09258486584,5000.0,30,58,25,0,2,0.4667113550674009,OWN,DIVORCED,MASTER,MALE,1
657.5804558193727,49327.8564534896,8056.313391458368,30,40,24,0,1,0.23462617796568244,MORTGAGE,DIVORCED,BACHELOR,FEMALE,0
582.2838288487889,134536.3068424976,38624.5969058071,15,62,25,2,2,0.1509094262690012,MORTGAGE,DIVORCED,MASTER,FEMALE,1
747.5119733417752,67433.37286010558,5000.0,30,40,25,1,2,0.4011850064190916,RENT,MARRIED,BACHELOR,FEMALE,0
635.2942618497862,43145.701444098035,5000.0,30,67,27,4,1,0.7362058914355981,RENT,SINGLE,HIGH_SCHOOL,MALE,0
567.4502803207488,29329.866822953012,5000.0,15,45,17,4,2,0.2184471772023477,OWN,MARRIED,DOCTORATE,MALE,0
617.8614158347007,44876.51567559358,50000.0,30,60,31,2,4,0.4699267489150663,RENT,DIVORCED,HIGH_SCHOOL,FEMALE,0
691.2931454275624,40591.159072938564,14141.694690315991,30,64,2,1,4,0.43491550786413563,MORTGAGE,DIVORCED,DOCTORATE,MALE,0
593.6275447196025,68520.81111877438,10532.734996033276,30,43,1,1,3,0.2994639079970963,RENT,SINGLE,MASTER,FEMALE,0
567.7779604433568,68028.69905249323,33307.32083323666,15,42,32,4,4,0.2397061180698788,OWN,SINGLE,HIGH_SCHOOL,FEMALE,0
674.3687211491913,60152.30100767072,36136.55997761939,30,46,18,1,0,0.664582651962105,RENT,SINGLE,HIGH_SCHOOL,FEMALE,0
674.4966571108723,81846.9084873175,8075.062481257752,15,36,16,8,0,0.10000139427788506,MORTGAGE,SINGLE,BACHELOR,MALE,0
599.305682462887,119532.31373931706,23658.455543326978,30,50,32,0,0,0.5260871285486125,OWN,DIVORCED,DOCTORATE,MALE,0
602.8961694381677,107477.70677206619,29491.39466118524,30,53,11,1,1,0.21646972025506492,RENT,SINGLE,MASTER,FEMALE,0
673.2049937357637,14244.898422495171,21263.97744694441,30,31,2,3,4,0.18390930986555948,MORTGAGE,MARRIED,HIGH_SCHOOL,MALE,1
505.1915658502676,67696.05674509774,5000.0,30,31,25,1,0,0.0835751494984771,OWN,SINGLE,DOCTORATE,FEMALE,0
509.2536225623445,106715.99556196367,41730.62565483896,15,52,34,3,3,0.2127651940364753,OWN,SINGLE,MASTER,FEMALE,0
578.1555778747564,8343.934920771047,15491.247211418475,15,47,7,2,1,0.0917366575984314,MORTGAGE,MARRIED,HIGH_SCHOOL,MALE,1
628.6552848288153,48761.72990536582,6638.878038808874,30,45,35,2,3,0.469934473588362,RENT,MARRIED,DOCTORATE,FEMALE,0
681.0907565598004,1494.3486970320228,11075.643223755362,30,34,6,1,4,0.2593427798090144,RENT,MARRIED,BACHELOR,FEMALE,0
797.5356216949552,30099.021879000982,5000.0,30,20,35,2,2,0.3792374326992001,RENT,MARRIED,HIGH_SCHOOL,FEMALE,0
735.7659623202019,87073.1364102394,5000.0,30,33,15,0,3,0.21929833016933348,OWN,SINGLE,DOCTORATE,FEMALE,0
634.0061470036572,97957.75801513233,29009.98147024281,30,63,23,1,2,0.3586589879571438,OWN,MARRIED,MASTER,FEMALE,0
648.0983792097311,31174.479963664027,5000.0,30,47,0,0,1,0.14634003085063454,RENT,DIVORCED,MASTER,MALE,0
549.7470635362191,69552.1146072455,10776.473004265421,30,69,24,5,3,0.1871429434457787,OWN,SINGLE,BACHELOR,MALE,1
648.148686400761,32687.777587375862,14784.24881867746,30,46,9,4,3,0.12724351227413871,OWN,DIVORCED,HIGH_SCHOOL,FEMALE,0
621.1341361079861,79590.20027012733,5000.0,15,62,15,3,1,0.387302669046323,MORTGAGE,SINGLE,BACHELOR,MALE,0
682.271856033809,13945.578438706434,50000.0,15,32,15,1,1,0.16820390373403707,RENT,SINGLE,DOCTORATE,FEMALE,1
567.2769056447677,69167.99598895779,5126.906903662256,15,63,7,2,0,0.3822011844735794,RENT,DIVORCED,MASTER,FEMALE,0
701.9346514241172,59234.50754135022,7253.823522683404,30,42,28,1,4,0.020898411833256237,RENT,MARRIED,BACHELOR,FEMALE,1
803.2738913002578,88964.57498005441,7246.460494479172,30,68,38,4,3,0.5557597705778299,OWN,MARRIED,HIGH_SCHOOL,FEMALE,0
639.1239851543143,65979.01842070767,5238.120604507893,30,55,27,1,3,0.22394140970592283,OWN,DIVORCED,DOCTORATE,MALE,0
690.1711722098942,11346.552955922227,5000.0,15,59,5,0,1,0.37254415581886124,OWN,MARRIED,HIGH_SCHOOL,MALE,0
719.0143991711112,119828.57508322457,26138.19142149375,30,64,15,3,1,0.02098405465462142,RENT,SINGLE,BACHELOR,FEMALE,0
609.8779528114163,52073.5213486515,50000.0,15,69,19,1,4,0.05059258945790459,OWN,SINGLE,MASTER,MALE,0
672.4092481810417,58634.7730245034,5079.62060888422,30,55,15,3,1,0.7945363708814471,RENT,SINGLE,MASTER,FEMALE,0
651.2592400781795,13336.602046340195,21756.247869211744,15,40,6,0,2,0.1781725144165805,OWN,MARRIED,BACHELOR,MALE,0
659.7676098548832,37835.887440424485,27087.878825612483,15,42,13,2,2,0.5310129530485904,RENT,MARRIED,HIGH_SCHOOL,FEMALE,0
572.6990216144534,15759.864298654953,37733.544560740695,15,59,25,2,2,0.13730371527256038,MORTGAGE,DIVORCED,HIGH_SCHOOL,FEMALE,0
652.4510174258943,51352.69700382885,10985.411587744511,30,24,25,1,2,0.2753409346090931,OWN,SINGLE,HIGH_SCHOOL,FEMALE,0
699.799829124545,145585.42400711717,7217.414841186985,15,39,13,3,4,0.25466498110495867,RENT,DIVORCED,HIGH_SCHOOL,MALE,0
795.1143607795042,8595.057146567822,7869.598386292708,30,34,6,3,3,0.14270700421211402,MORTGAGE,MARRIED,MASTER,MALE,0
745.9270826085207,20678.069893837062,24939.090719848464,30,35,32,1,2,0.2393693720523304,MORTGAGE,DIVORCED,HIGH_SCHOOL,FEMALE,0
850.0,133558.51637468045,33941.295012601055,30,66,25,1,1,0.09904749567239608,OWN,MARRIED,BACHELOR,MALE,0
573.265243711195,49533.81614240669,5000.0,30,58,19,3,2,0.5961039827723912,RENT,SINGLE,BACHELOR,MALE,0
737.2320636720679,26546.363067004175,9270.604799335608,30,27,2,1,4,0.27384519417917336,OWN,SINGLE,BACHELOR,MALE,0
668.3342005738352,111995.23436980383,46443.55498354066,15,27,3,0,1,0.23943843079795413,MORTGAGE,MARRIED,BACHELOR,MALE,0
850.0,29719.223013156796,32869.567374587416,30,24,25,1,2,0.09592199406868976,OWN,MARRIED,HIGH_SCHOOL,MALE,1
569.1701714644848,151300.48567734682,50000.0,30,65,10,3,3,0.31208395624414015,RENT,MARRIED,MASTER,MALE,0
566.0278157819224,93896.29356696346,28068.668766400817,30,67,1,4,1,0.09131534061322015,MORTGAGE,SINGLE,DOCTORATE,MALE,0
590.0607354555978,35604.42959271486,9990.962457673288,30,55,13,2,1,0.09817901122297269,OWN,MARRIED,HIGH_SCHOOL,MALE,1
437.6104275690193,167865.41066327516,17863.10046599916,30,44,29,0,3,0.1406934063398773,OWN,SINGLE,DOCTORATE,MALE,1
597.4244978319239,29714.25384983308,21635.944408258485,15,69,11,2,1,0.036471021649683265,OWN,DIVORCED,MASTER,MALE,1
574.0867338446302,97104.76860046535,5000.0,15,50,25,1,2,0.09036712999611436,OWN,SINGLE,HIGH_SCHOOL,MALE,0
665.0393786476208,74964.6290203246,15727.05772704821,30,18,32,3,1,0.2751210734555541,OWN,DIVORCED,DOCTORATE,MALE,0
684.175597577716,125087.06446993991,24710.702467136554,15,61,12,2,2,0.2933224133773137,MORTGAGE,SINGLE,MASTER,MALE,1
837.6170839215886,138075.55983634264,5000.0,15,51,13,2,3,0.09793866259816449,MORTGAGE,SINGLE,DOCTORATE,FEMALE,1
745.042383818605,61600.207453288334,30340.066119482235,30,21,23,2,0,0.3540293523738803,RENT,MARRIED,BACHELOR,FEMALE,0
592.3096344337597,22329.106482690826,17530.479342938856,15,34,33,0,3,0.3927334586612469,OWN,SINGLE,BACHELOR,MALE,0
560.1585328651643,82998.60714695582,50000.0,30,21,25,3,2,0.4211069715116278,RENT,MARRIED,MASTER,MALE,1
699.1919171506506,26114.231512394697,5000.0,15,60,20,2,4,0.467208932956789,MORTGAGE,MARRIED,MASTER,MALE,0
517.9766792979358,160669.36237633115,6166.57205618876,15,43,27,0,3,0.20919936198081218,OWN,MARRIED,DOCTORATE,FEMALE,0
833.1458765854354,66826.76655413688,18403.659903244876,15,21,35,2,4,0.16709537736963567,RENT,SINGLE,MASTER,FEMALE,0
767.9440120721287,41733.92243439457,7035.451382092704,30,18,39,2,4,0.241350623731198,OWN,MARRIED,BACHELOR,MALE,0
603.0824347895295,69234.01529324542,25064.95320377518,15,24,1,2,2,0.2970794634573549,OWN,DIVORCED,BACHELOR,MALE,0
478.68654709091226,7356.314476484826,28459.605298196955,15,47,8,2,2,0.4132021119127898,RENT,DIVORCED,HIGH_SCHOOL,MALE,0
785.3872374165413,11419.29807446742,5000.0,30,67,22,3,0,0.05845621703141029,MORTGAGE,SINGLE,DOCTORATE,MALE,1
638.5460154747382,120020.69539722128,14424.944870901518,30,26,14,1,1,0.3169942157081124,RENT,MARRIED,MASTER,MALE,0
773.7816311973462,27155.286051430216,14221.76549979631,15,52,12,2,3,0.21634844110989762,RENT,DIVORCED,MASTER,FEMALE,0
490.5572341205633,7654.450865903018,9217.889523745136,30,25,22,2,2,0.24093155533643826,RENT,SINGLE,MASTER,MALE,1
590.0624977046227,86832.6376263643,50000.0,15,41,16,3,3,0.2313028502568061,OWN,SINGLE,DOCTORATE,FEMALE,0
650.5243699718183,119285.20773314984,35147.893602561635,15,36,1,2,4,0.14569234387139093,MORTGAGE,SINGLE,BACHELOR,MALE,0
654.6980593764742,95947.66553325334,23894.274834967593,30,53,19,4,1,0.2881557546953736,MORTGAGE,SINGLE,MASTER,MALE,0
